name	type	model	replicate	fraction	pcc_train_Dev	pcc_train_Hk	pcc_val_Dev	pcc_val_Hk	pcc_test_Dev	pcc_test_Hk
deepstarr_rep1_frac1.0	none	deepstarr	1	1	0.748333692550659	0.798509299755096	0.633918583393097	0.725209593772888	0.660573034248566	0.742991683750361
deepstarr_rep1_frac1.0	finetune	deepstarr	1	1	0.75306898355484	0.80288964509964	0.654937744140625	0.729327738285065	0.661398151667833	0.746883730330433
deepstarr_rep1_frac1.0	homologs	deepstarr	1	1	0.539551556110382	0.676562607288361	0.658071339130402	0.748306572437286	0.674136570150598	0.769125003113997
deepstarr_rep1_frac1.0	homologs_finetune	deepstarr	1	1	0.68525904417038	0.756415903568268	0.684531211853027	0.761664807796478	0.689830455463082	0.776925694746125
deepstarr_rep2_frac1.0	none	deepstarr	2	1	0.740094840526581	0.793859422206879	0.646941900253296	0.717046082019806	0.659177159955764	0.745083175655559
deepstarr_rep2_frac1.0	finetune	deepstarr	2	1	0.742893755435944	0.794990241527557	0.660154759883881	0.735399544239044	0.667389555047816	0.747886709735395
deepstarr_rep2_frac1.0	homologs	deepstarr	2	1	0.533779740333557	0.672386705875397	0.661496937274933	0.742216050624847	0.667948087190673	0.769726361641689
deepstarr_rep2_frac1.0	homologs_finetune	deepstarr	2	1	0.67796927690506	0.752290964126587	0.676909804344177	0.760197222232819	0.687082152664907	0.776509015346153
deepstarr_rep3_frac1.0	none	deepstarr	3	1	0.72586327791214	0.782581508159637	0.649653315544128	0.718409717082977	0.663187553417435	0.733738087992773
deepstarr_rep3_frac1.0	finetune	deepstarr	3	1	0.721367955207825	0.779490292072296	0.662180066108704	0.733352601528168	0.673723524339229	0.753331132005476
deepstarr_rep3_frac1.0	homologs	deepstarr	3	1	0.539699852466583	0.676111936569214	0.663934648036957	0.749758005142212	0.67268582042963	0.771063147141552
deepstarr_rep3_frac1.0	homologs_finetune	deepstarr	3	1	0.684941530227661	0.756187260150909	0.685279428958893	0.764960646629334	0.690613903487226	0.77997017356775
motif_deepstarr_rep1_frac1.0	none	motif_deepstarr	1	1	0.750764131546021	0.799564123153687	0.582976460456848	0.68543016910553	0.611424657181233	0.72051915327061
motif_deepstarr_rep1_frac1.0	finetune	motif_deepstarr	1	1	0.698131322860718	0.765200197696686	0.606321573257446	0.701562523841858	0.618804226257317	0.724965587048724
